,genre,path
60,blues,./genres/blues/blues.00060.wav
61,blues,./genres/blues/blues.00061.wav
62,blues,./genres/blues/blues.00062.wav
63,blues,./genres/blues/blues.00063.wav
64,blues,./genres/blues/blues.00064.wav
65,blues,./genres/blues/blues.00065.wav
66,blues,./genres/blues/blues.00066.wav
67,blues,./genres/blues/blues.00067.wav
68,blues,./genres/blues/blues.00068.wav
69,blues,./genres/blues/blues.00069.wav
70,blues,./genres/blues/blues.00070.wav
71,blues,./genres/blues/blues.00071.wav
72,blues,./genres/blues/blues.00072.wav
73,blues,./genres/blues/blues.00073.wav
74,blues,./genres/blues/blues.00074.wav
75,blues,./genres/blues/blues.00075.wav
76,blues,./genres/blues/blues.00076.wav
77,blues,./genres/blues/blues.00077.wav
78,blues,./genres/blues/blues.00078.wav
79,blues,./genres/blues/blues.00079.wav
80,blues,./genres/blues/blues.00080.wav
81,blues,./genres/blues/blues.00081.wav
82,blues,./genres/blues/blues.00082.wav
83,blues,./genres/blues/blues.00083.wav
84,blues,./genres/blues/blues.00084.wav
85,blues,./genres/blues/blues.00085.wav
86,blues,./genres/blues/blues.00086.wav
87,blues,./genres/blues/blues.00087.wav
88,blues,./genres/blues/blues.00088.wav
89,blues,./genres/blues/blues.00089.wav
90,blues,./genres/blues/blues.00090.wav
91,blues,./genres/blues/blues.00091.wav
92,blues,./genres/blues/blues.00092.wav
93,blues,./genres/blues/blues.00093.wav
94,blues,./genres/blues/blues.00094.wav
95,blues,./genres/blues/blues.00095.wav
96,blues,./genres/blues/blues.00096.wav
97,blues,./genres/blues/blues.00097.wav
98,blues,./genres/blues/blues.00098.wav
99,blues,./genres/blues/blues.00099.wav
100,classical,./genres/classical/classical.00000.wav
101,classical,./genres/classical/classical.00001.wav
102,classical,./genres/classical/classical.00002.wav
103,classical,./genres/classical/classical.00003.wav
104,classical,./genres/classical/classical.00004.wav
105,classical,./genres/classical/classical.00005.wav
106,classical,./genres/classical/classical.00006.wav
107,classical,./genres/classical/classical.00007.wav
108,classical,./genres/classical/classical.00008.wav
109,classical,./genres/classical/classical.00009.wav
110,classical,./genres/classical/classical.00010.wav
111,classical,./genres/classical/classical.00011.wav
112,classical,./genres/classical/classical.00012.wav
113,classical,./genres/classical/classical.00013.wav
114,classical,./genres/classical/classical.00014.wav
115,classical,./genres/classical/classical.00015.wav
116,classical,./genres/classical/classical.00016.wav
117,classical,./genres/classical/classical.00017.wav
118,classical,./genres/classical/classical.00018.wav
119,classical,./genres/classical/classical.00019.wav
120,classical,./genres/classical/classical.00020.wav
121,classical,./genres/classical/classical.00021.wav
122,classical,./genres/classical/classical.00022.wav
123,classical,./genres/classical/classical.00023.wav
124,classical,./genres/classical/classical.00024.wav
125,classical,./genres/classical/classical.00025.wav
126,classical,./genres/classical/classical.00026.wav
127,classical,./genres/classical/classical.00027.wav
128,classical,./genres/classical/classical.00028.wav
129,classical,./genres/classical/classical.00029.wav
130,classical,./genres/classical/classical.00030.wav
131,classical,./genres/classical/classical.00031.wav
132,classical,./genres/classical/classical.00032.wav
133,classical,./genres/classical/classical.00033.wav
134,classical,./genres/classical/classical.00034.wav
135,classical,./genres/classical/classical.00035.wav
136,classical,./genres/classical/classical.00036.wav
137,classical,./genres/classical/classical.00037.wav
138,classical,./genres/classical/classical.00038.wav
139,classical,./genres/classical/classical.00039.wav
140,classical,./genres/classical/classical.00040.wav
141,classical,./genres/classical/classical.00041.wav
142,classical,./genres/classical/classical.00042.wav
143,classical,./genres/classical/classical.00043.wav
144,classical,./genres/classical/classical.00044.wav
145,classical,./genres/classical/classical.00045.wav
146,classical,./genres/classical/classical.00046.wav
147,classical,./genres/classical/classical.00047.wav
148,classical,./genres/classical/classical.00048.wav
149,classical,./genres/classical/classical.00049.wav
150,classical,./genres/classical/classical.00050.wav
151,classical,./genres/classical/classical.00051.wav
152,classical,./genres/classical/classical.00052.wav
153,classical,./genres/classical/classical.00053.wav
154,classical,./genres/classical/classical.00054.wav
155,classical,./genres/classical/classical.00055.wav
156,classical,./genres/classical/classical.00056.wav
157,classical,./genres/classical/classical.00057.wav
158,classical,./genres/classical/classical.00058.wav
159,classical,./genres/classical/classical.00059.wav
160,classical,./genres/classical/classical.00060.wav
161,classical,./genres/classical/classical.00061.wav
162,classical,./genres/classical/classical.00062.wav
163,classical,./genres/classical/classical.00063.wav
164,classical,./genres/classical/classical.00064.wav
165,classical,./genres/classical/classical.00065.wav
166,classical,./genres/classical/classical.00066.wav
167,classical,./genres/classical/classical.00067.wav
168,classical,./genres/classical/classical.00068.wav
169,classical,./genres/classical/classical.00069.wav
170,classical,./genres/classical/classical.00070.wav
171,classical,./genres/classical/classical.00071.wav
172,classical,./genres/classical/classical.00072.wav
173,classical,./genres/classical/classical.00073.wav
174,classical,./genres/classical/classical.00074.wav
175,classical,./genres/classical/classical.00075.wav
176,classical,./genres/classical/classical.00076.wav
177,classical,./genres/classical/classical.00077.wav
178,classical,./genres/classical/classical.00078.wav
179,classical,./genres/classical/classical.00079.wav
180,classical,./genres/classical/classical.00080.wav
181,classical,./genres/classical/classical.00081.wav
182,classical,./genres/classical/classical.00082.wav
183,classical,./genres/classical/classical.00083.wav
184,classical,./genres/classical/classical.00084.wav
185,classical,./genres/classical/classical.00085.wav
186,classical,./genres/classical/classical.00086.wav
187,classical,./genres/classical/classical.00087.wav
188,classical,./genres/classical/classical.00088.wav
189,classical,./genres/classical/classical.00089.wav
190,classical,./genres/classical/classical.00090.wav
191,classical,./genres/classical/classical.00091.wav
192,classical,./genres/classical/classical.00092.wav
193,classical,./genres/classical/classical.00093.wav
194,classical,./genres/classical/classical.00094.wav
195,classical,./genres/classical/classical.00095.wav
196,classical,./genres/classical/classical.00096.wav
197,classical,./genres/classical/classical.00097.wav
198,classical,./genres/classical/classical.00098.wav
199,classical,./genres/classical/classical.00099.wav
200,country,./genres/country/country.00000.wav
201,country,./genres/country/country.00001.wav
202,country,./genres/country/country.00002.wav
203,country,./genres/country/country.00003.wav
204,country,./genres/country/country.00004.wav
205,country,./genres/country/country.00005.wav
206,country,./genres/country/country.00006.wav
207,country,./genres/country/country.00007.wav
208,country,./genres/country/country.00008.wav
209,country,./genres/country/country.00009.wav
210,country,./genres/country/country.00010.wav
211,country,./genres/country/country.00011.wav
212,country,./genres/country/country.00012.wav
213,country,./genres/country/country.00013.wav
214,country,./genres/country/country.00014.wav
215,country,./genres/country/country.00015.wav
216,country,./genres/country/country.00016.wav
217,country,./genres/country/country.00017.wav
218,country,./genres/country/country.00018.wav
219,country,./genres/country/country.00019.wav
220,country,./genres/country/country.00020.wav
221,country,./genres/country/country.00021.wav
222,country,./genres/country/country.00022.wav
223,country,./genres/country/country.00023.wav
224,country,./genres/country/country.00024.wav
225,country,./genres/country/country.00025.wav
226,country,./genres/country/country.00026.wav
227,country,./genres/country/country.00027.wav
228,country,./genres/country/country.00028.wav
229,country,./genres/country/country.00029.wav
230,country,./genres/country/country.00030.wav
231,country,./genres/country/country.00031.wav
232,country,./genres/country/country.00032.wav
233,country,./genres/country/country.00033.wav
234,country,./genres/country/country.00034.wav
235,country,./genres/country/country.00035.wav
236,country,./genres/country/country.00036.wav
237,country,./genres/country/country.00037.wav
238,country,./genres/country/country.00038.wav
239,country,./genres/country/country.00039.wav
240,country,./genres/country/country.00040.wav
241,country,./genres/country/country.00041.wav
242,country,./genres/country/country.00042.wav
243,country,./genres/country/country.00043.wav
244,country,./genres/country/country.00044.wav
245,country,./genres/country/country.00045.wav
246,country,./genres/country/country.00046.wav
247,country,./genres/country/country.00047.wav
248,country,./genres/country/country.00048.wav
249,country,./genres/country/country.00049.wav
250,country,./genres/country/country.00050.wav
251,country,./genres/country/country.00051.wav
252,country,./genres/country/country.00052.wav
253,country,./genres/country/country.00053.wav
254,country,./genres/country/country.00054.wav
255,country,./genres/country/country.00055.wav
256,country,./genres/country/country.00056.wav
257,country,./genres/country/country.00057.wav
258,country,./genres/country/country.00058.wav
259,country,./genres/country/country.00059.wav
260,country,./genres/country/country.00060.wav
261,country,./genres/country/country.00061.wav
262,country,./genres/country/country.00062.wav
263,country,./genres/country/country.00063.wav
264,country,./genres/country/country.00064.wav
265,country,./genres/country/country.00065.wav
266,country,./genres/country/country.00066.wav
267,country,./genres/country/country.00067.wav
268,country,./genres/country/country.00068.wav
269,country,./genres/country/country.00069.wav
270,country,./genres/country/country.00070.wav
271,country,./genres/country/country.00071.wav
272,country,./genres/country/country.00072.wav
273,country,./genres/country/country.00073.wav
274,country,./genres/country/country.00074.wav
275,country,./genres/country/country.00075.wav
276,country,./genres/country/country.00076.wav
277,country,./genres/country/country.00077.wav
278,country,./genres/country/country.00078.wav
279,country,./genres/country/country.00079.wav
280,country,./genres/country/country.00080.wav
281,country,./genres/country/country.00081.wav
282,country,./genres/country/country.00082.wav
283,country,./genres/country/country.00083.wav
284,country,./genres/country/country.00084.wav
285,country,./genres/country/country.00085.wav
286,country,./genres/country/country.00086.wav
287,country,./genres/country/country.00087.wav
288,country,./genres/country/country.00088.wav
289,country,./genres/country/country.00089.wav
290,country,./genres/country/country.00090.wav
291,country,./genres/country/country.00091.wav
292,country,./genres/country/country.00092.wav
293,country,./genres/country/country.00093.wav
294,country,./genres/country/country.00094.wav
295,country,./genres/country/country.00095.wav
296,country,./genres/country/country.00096.wav
297,country,./genres/country/country.00097.wav
298,country,./genres/country/country.00098.wav
299,country,./genres/country/country.00099.wav
300,disco,./genres/disco/disco.00000.wav
301,disco,./genres/disco/disco.00001.wav
302,disco,./genres/disco/disco.00002.wav
303,disco,./genres/disco/disco.00003.wav
304,disco,./genres/disco/disco.00004.wav
305,disco,./genres/disco/disco.00005.wav
306,disco,./genres/disco/disco.00006.wav
307,disco,./genres/disco/disco.00007.wav
308,disco,./genres/disco/disco.00008.wav
309,disco,./genres/disco/disco.00009.wav
310,disco,./genres/disco/disco.00010.wav
311,disco,./genres/disco/disco.00011.wav
312,disco,./genres/disco/disco.00012.wav
313,disco,./genres/disco/disco.00013.wav
314,disco,./genres/disco/disco.00014.wav
315,disco,./genres/disco/disco.00015.wav
316,disco,./genres/disco/disco.00016.wav
317,disco,./genres/disco/disco.00017.wav
318,disco,./genres/disco/disco.00018.wav
319,disco,./genres/disco/disco.00019.wav
320,disco,./genres/disco/disco.00020.wav
321,disco,./genres/disco/disco.00021.wav
322,disco,./genres/disco/disco.00022.wav
323,disco,./genres/disco/disco.00023.wav
324,disco,./genres/disco/disco.00024.wav
325,disco,./genres/disco/disco.00025.wav
326,disco,./genres/disco/disco.00026.wav
327,disco,./genres/disco/disco.00027.wav
328,disco,./genres/disco/disco.00028.wav
329,disco,./genres/disco/disco.00029.wav
330,disco,./genres/disco/disco.00030.wav
331,disco,./genres/disco/disco.00031.wav
332,disco,./genres/disco/disco.00032.wav
333,disco,./genres/disco/disco.00033.wav
334,disco,./genres/disco/disco.00034.wav
335,disco,./genres/disco/disco.00035.wav
336,disco,./genres/disco/disco.00036.wav
337,disco,./genres/disco/disco.00037.wav
338,disco,./genres/disco/disco.00038.wav
339,disco,./genres/disco/disco.00039.wav
340,disco,./genres/disco/disco.00040.wav
341,disco,./genres/disco/disco.00041.wav
342,disco,./genres/disco/disco.00042.wav
343,disco,./genres/disco/disco.00043.wav
344,disco,./genres/disco/disco.00044.wav
345,disco,./genres/disco/disco.00045.wav
346,disco,./genres/disco/disco.00046.wav
347,disco,./genres/disco/disco.00047.wav
348,disco,./genres/disco/disco.00048.wav
349,disco,./genres/disco/disco.00049.wav
350,disco,./genres/disco/disco.00050.wav
351,disco,./genres/disco/disco.00051.wav
352,disco,./genres/disco/disco.00052.wav
353,disco,./genres/disco/disco.00053.wav
354,disco,./genres/disco/disco.00054.wav
355,disco,./genres/disco/disco.00055.wav
356,disco,./genres/disco/disco.00056.wav
357,disco,./genres/disco/disco.00057.wav
358,disco,./genres/disco/disco.00058.wav
359,disco,./genres/disco/disco.00059.wav
360,disco,./genres/disco/disco.00060.wav
361,disco,./genres/disco/disco.00061.wav
362,disco,./genres/disco/disco.00062.wav
363,disco,./genres/disco/disco.00063.wav
364,disco,./genres/disco/disco.00064.wav
365,disco,./genres/disco/disco.00065.wav
366,disco,./genres/disco/disco.00066.wav
367,disco,./genres/disco/disco.00067.wav
368,disco,./genres/disco/disco.00068.wav
369,disco,./genres/disco/disco.00069.wav
370,disco,./genres/disco/disco.00070.wav
371,disco,./genres/disco/disco.00071.wav
372,disco,./genres/disco/disco.00072.wav
373,disco,./genres/disco/disco.00073.wav
374,disco,./genres/disco/disco.00074.wav
375,disco,./genres/disco/disco.00075.wav
376,disco,./genres/disco/disco.00076.wav
377,disco,./genres/disco/disco.00077.wav
378,disco,./genres/disco/disco.00078.wav
379,disco,./genres/disco/disco.00079.wav
380,disco,./genres/disco/disco.00080.wav
381,disco,./genres/disco/disco.00081.wav
382,disco,./genres/disco/disco.00082.wav
383,disco,./genres/disco/disco.00083.wav
384,disco,./genres/disco/disco.00084.wav
385,disco,./genres/disco/disco.00085.wav
386,disco,./genres/disco/disco.00086.wav
387,disco,./genres/disco/disco.00087.wav
388,disco,./genres/disco/disco.00088.wav
389,disco,./genres/disco/disco.00089.wav
390,disco,./genres/disco/disco.00090.wav
391,disco,./genres/disco/disco.00091.wav
392,disco,./genres/disco/disco.00092.wav
393,disco,./genres/disco/disco.00093.wav
394,disco,./genres/disco/disco.00094.wav
395,disco,./genres/disco/disco.00095.wav
396,disco,./genres/disco/disco.00096.wav
397,disco,./genres/disco/disco.00097.wav
398,disco,./genres/disco/disco.00098.wav
399,disco,./genres/disco/disco.00099.wav
400,hiphop,./genres/hiphop/hiphop.00000.wav
401,hiphop,./genres/hiphop/hiphop.00001.wav
402,hiphop,./genres/hiphop/hiphop.00002.wav
403,hiphop,./genres/hiphop/hiphop.00003.wav
404,hiphop,./genres/hiphop/hiphop.00004.wav
405,hiphop,./genres/hiphop/hiphop.00005.wav
406,hiphop,./genres/hiphop/hiphop.00006.wav
407,hiphop,./genres/hiphop/hiphop.00007.wav
408,hiphop,./genres/hiphop/hiphop.00008.wav
409,hiphop,./genres/hiphop/hiphop.00009.wav
410,hiphop,./genres/hiphop/hiphop.00010.wav
411,hiphop,./genres/hiphop/hiphop.00011.wav
412,hiphop,./genres/hiphop/hiphop.00012.wav
413,hiphop,./genres/hiphop/hiphop.00013.wav
414,hiphop,./genres/hiphop/hiphop.00014.wav
415,hiphop,./genres/hiphop/hiphop.00015.wav
416,hiphop,./genres/hiphop/hiphop.00016.wav
417,hiphop,./genres/hiphop/hiphop.00017.wav
418,hiphop,./genres/hiphop/hiphop.00018.wav
419,hiphop,./genres/hiphop/hiphop.00019.wav
420,hiphop,./genres/hiphop/hiphop.00020.wav
421,hiphop,./genres/hiphop/hiphop.00021.wav
422,hiphop,./genres/hiphop/hiphop.00022.wav
423,hiphop,./genres/hiphop/hiphop.00023.wav
424,hiphop,./genres/hiphop/hiphop.00024.wav
425,hiphop,./genres/hiphop/hiphop.00025.wav
426,hiphop,./genres/hiphop/hiphop.00026.wav
427,hiphop,./genres/hiphop/hiphop.00027.wav
428,hiphop,./genres/hiphop/hiphop.00028.wav
429,hiphop,./genres/hiphop/hiphop.00029.wav
430,hiphop,./genres/hiphop/hiphop.00030.wav
431,hiphop,./genres/hiphop/hiphop.00031.wav
432,hiphop,./genres/hiphop/hiphop.00032.wav
433,hiphop,./genres/hiphop/hiphop.00033.wav
434,hiphop,./genres/hiphop/hiphop.00034.wav
435,hiphop,./genres/hiphop/hiphop.00035.wav
436,hiphop,./genres/hiphop/hiphop.00036.wav
437,hiphop,./genres/hiphop/hiphop.00037.wav
438,hiphop,./genres/hiphop/hiphop.00038.wav
439,hiphop,./genres/hiphop/hiphop.00039.wav
440,hiphop,./genres/hiphop/hiphop.00040.wav
441,hiphop,./genres/hiphop/hiphop.00041.wav
442,hiphop,./genres/hiphop/hiphop.00042.wav
443,hiphop,./genres/hiphop/hiphop.00043.wav
444,hiphop,./genres/hiphop/hiphop.00044.wav
445,hiphop,./genres/hiphop/hiphop.00045.wav
446,hiphop,./genres/hiphop/hiphop.00046.wav
447,hiphop,./genres/hiphop/hiphop.00047.wav
448,hiphop,./genres/hiphop/hiphop.00048.wav
449,hiphop,./genres/hiphop/hiphop.00049.wav
450,hiphop,./genres/hiphop/hiphop.00050.wav
451,hiphop,./genres/hiphop/hiphop.00051.wav
452,hiphop,./genres/hiphop/hiphop.00052.wav
453,hiphop,./genres/hiphop/hiphop.00053.wav
454,hiphop,./genres/hiphop/hiphop.00054.wav
455,hiphop,./genres/hiphop/hiphop.00055.wav
456,hiphop,./genres/hiphop/hiphop.00056.wav
457,hiphop,./genres/hiphop/hiphop.00057.wav
458,hiphop,./genres/hiphop/hiphop.00058.wav
459,hiphop,./genres/hiphop/hiphop.00059.wav
460,hiphop,./genres/hiphop/hiphop.00060.wav
461,hiphop,./genres/hiphop/hiphop.00061.wav
462,hiphop,./genres/hiphop/hiphop.00062.wav
463,hiphop,./genres/hiphop/hiphop.00063.wav
464,hiphop,./genres/hiphop/hiphop.00064.wav
465,hiphop,./genres/hiphop/hiphop.00065.wav
466,hiphop,./genres/hiphop/hiphop.00066.wav
467,hiphop,./genres/hiphop/hiphop.00067.wav
468,hiphop,./genres/hiphop/hiphop.00068.wav
469,hiphop,./genres/hiphop/hiphop.00069.wav
470,hiphop,./genres/hiphop/hiphop.00070.wav
471,hiphop,./genres/hiphop/hiphop.00071.wav
472,hiphop,./genres/hiphop/hiphop.00072.wav
473,hiphop,./genres/hiphop/hiphop.00073.wav
474,hiphop,./genres/hiphop/hiphop.00074.wav
475,hiphop,./genres/hiphop/hiphop.00075.wav
476,hiphop,./genres/hiphop/hiphop.00076.wav
477,hiphop,./genres/hiphop/hiphop.00077.wav
478,hiphop,./genres/hiphop/hiphop.00078.wav
479,hiphop,./genres/hiphop/hiphop.00079.wav
480,hiphop,./genres/hiphop/hiphop.00080.wav
481,hiphop,./genres/hiphop/hiphop.00081.wav
482,hiphop,./genres/hiphop/hiphop.00082.wav
483,hiphop,./genres/hiphop/hiphop.00083.wav
484,hiphop,./genres/hiphop/hiphop.00084.wav
485,hiphop,./genres/hiphop/hiphop.00085.wav
486,hiphop,./genres/hiphop/hiphop.00086.wav
487,hiphop,./genres/hiphop/hiphop.00087.wav
488,hiphop,./genres/hiphop/hiphop.00088.wav
489,hiphop,./genres/hiphop/hiphop.00089.wav
490,hiphop,./genres/hiphop/hiphop.00090.wav
491,hiphop,./genres/hiphop/hiphop.00091.wav
492,hiphop,./genres/hiphop/hiphop.00092.wav
493,hiphop,./genres/hiphop/hiphop.00093.wav
494,hiphop,./genres/hiphop/hiphop.00094.wav
495,hiphop,./genres/hiphop/hiphop.00095.wav
496,hiphop,./genres/hiphop/hiphop.00096.wav
497,hiphop,./genres/hiphop/hiphop.00097.wav
498,hiphop,./genres/hiphop/hiphop.00098.wav
499,hiphop,./genres/hiphop/hiphop.00099.wav
500,jazz,./genres/jazz/jazz.00000.wav
501,jazz,./genres/jazz/jazz.00001.wav
502,jazz,./genres/jazz/jazz.00002.wav
503,jazz,./genres/jazz/jazz.00003.wav
504,jazz,./genres/jazz/jazz.00004.wav
505,jazz,./genres/jazz/jazz.00005.wav
506,jazz,./genres/jazz/jazz.00006.wav
507,jazz,./genres/jazz/jazz.00007.wav
508,jazz,./genres/jazz/jazz.00008.wav
509,jazz,./genres/jazz/jazz.00009.wav
510,jazz,./genres/jazz/jazz.00010.wav
511,jazz,./genres/jazz/jazz.00011.wav
512,jazz,./genres/jazz/jazz.00012.wav
513,jazz,./genres/jazz/jazz.00013.wav
514,jazz,./genres/jazz/jazz.00014.wav
515,jazz,./genres/jazz/jazz.00015.wav
516,jazz,./genres/jazz/jazz.00016.wav
517,jazz,./genres/jazz/jazz.00017.wav
518,jazz,./genres/jazz/jazz.00018.wav
519,jazz,./genres/jazz/jazz.00019.wav
520,jazz,./genres/jazz/jazz.00020.wav
521,jazz,./genres/jazz/jazz.00021.wav
522,jazz,./genres/jazz/jazz.00022.wav
523,jazz,./genres/jazz/jazz.00023.wav
524,jazz,./genres/jazz/jazz.00024.wav
525,jazz,./genres/jazz/jazz.00025.wav
526,jazz,./genres/jazz/jazz.00026.wav
527,jazz,./genres/jazz/jazz.00027.wav
528,jazz,./genres/jazz/jazz.00028.wav
529,jazz,./genres/jazz/jazz.00029.wav
530,jazz,./genres/jazz/jazz.00030.wav
531,jazz,./genres/jazz/jazz.00031.wav
532,jazz,./genres/jazz/jazz.00032.wav
533,jazz,./genres/jazz/jazz.00033.wav
534,jazz,./genres/jazz/jazz.00034.wav
535,jazz,./genres/jazz/jazz.00035.wav
536,jazz,./genres/jazz/jazz.00036.wav
537,jazz,./genres/jazz/jazz.00037.wav
538,jazz,./genres/jazz/jazz.00038.wav
539,jazz,./genres/jazz/jazz.00039.wav
540,jazz,./genres/jazz/jazz.00040.wav
541,jazz,./genres/jazz/jazz.00041.wav
542,jazz,./genres/jazz/jazz.00042.wav
543,jazz,./genres/jazz/jazz.00043.wav
544,jazz,./genres/jazz/jazz.00044.wav
545,jazz,./genres/jazz/jazz.00045.wav
546,jazz,./genres/jazz/jazz.00046.wav
547,jazz,./genres/jazz/jazz.00047.wav
548,jazz,./genres/jazz/jazz.00048.wav
549,jazz,./genres/jazz/jazz.00049.wav
550,jazz,./genres/jazz/jazz.00050.wav
551,jazz,./genres/jazz/jazz.00051.wav
552,jazz,./genres/jazz/jazz.00052.wav
553,jazz,./genres/jazz/jazz.00053.wav
554,jazz,./genres/jazz/jazz.00054.wav
555,jazz,./genres/jazz/jazz.00055.wav
556,jazz,./genres/jazz/jazz.00056.wav
557,jazz,./genres/jazz/jazz.00057.wav
558,jazz,./genres/jazz/jazz.00058.wav
559,jazz,./genres/jazz/jazz.00059.wav
560,jazz,./genres/jazz/jazz.00060.wav
561,jazz,./genres/jazz/jazz.00061.wav
562,jazz,./genres/jazz/jazz.00062.wav
563,jazz,./genres/jazz/jazz.00063.wav
564,jazz,./genres/jazz/jazz.00064.wav
565,jazz,./genres/jazz/jazz.00065.wav
566,jazz,./genres/jazz/jazz.00066.wav
567,jazz,./genres/jazz/jazz.00067.wav
568,jazz,./genres/jazz/jazz.00068.wav
569,jazz,./genres/jazz/jazz.00069.wav
570,jazz,./genres/jazz/jazz.00070.wav
571,jazz,./genres/jazz/jazz.00071.wav
572,jazz,./genres/jazz/jazz.00072.wav
573,jazz,./genres/jazz/jazz.00073.wav
574,jazz,./genres/jazz/jazz.00074.wav
575,jazz,./genres/jazz/jazz.00075.wav
576,jazz,./genres/jazz/jazz.00076.wav
577,jazz,./genres/jazz/jazz.00077.wav
578,jazz,./genres/jazz/jazz.00078.wav
579,jazz,./genres/jazz/jazz.00079.wav
580,jazz,./genres/jazz/jazz.00080.wav
581,jazz,./genres/jazz/jazz.00081.wav
582,jazz,./genres/jazz/jazz.00082.wav
583,jazz,./genres/jazz/jazz.00083.wav
584,jazz,./genres/jazz/jazz.00084.wav
585,jazz,./genres/jazz/jazz.00085.wav
586,jazz,./genres/jazz/jazz.00086.wav
587,jazz,./genres/jazz/jazz.00087.wav
588,jazz,./genres/jazz/jazz.00088.wav
589,jazz,./genres/jazz/jazz.00089.wav
590,jazz,./genres/jazz/jazz.00090.wav
591,jazz,./genres/jazz/jazz.00091.wav
592,jazz,./genres/jazz/jazz.00092.wav
593,jazz,./genres/jazz/jazz.00093.wav
594,jazz,./genres/jazz/jazz.00094.wav
595,jazz,./genres/jazz/jazz.00095.wav
596,jazz,./genres/jazz/jazz.00096.wav
597,jazz,./genres/jazz/jazz.00097.wav
598,jazz,./genres/jazz/jazz.00098.wav
599,jazz,./genres/jazz/jazz.00099.wav
600,metal,./genres/metal/metal.00000.wav
601,metal,./genres/metal/metal.00001.wav
602,metal,./genres/metal/metal.00002.wav
603,metal,./genres/metal/metal.00003.wav
604,metal,./genres/metal/metal.00004.wav
605,metal,./genres/metal/metal.00005.wav
606,metal,./genres/metal/metal.00006.wav
607,metal,./genres/metal/metal.00007.wav
608,metal,./genres/metal/metal.00008.wav
609,metal,./genres/metal/metal.00009.wav
610,metal,./genres/metal/metal.00010.wav
611,metal,./genres/metal/metal.00011.wav
612,metal,./genres/metal/metal.00012.wav
613,metal,./genres/metal/metal.00013.wav
614,metal,./genres/metal/metal.00014.wav
615,metal,./genres/metal/metal.00015.wav
616,metal,./genres/metal/metal.00016.wav
617,metal,./genres/metal/metal.00017.wav
618,metal,./genres/metal/metal.00018.wav
619,metal,./genres/metal/metal.00019.wav
620,metal,./genres/metal/metal.00020.wav
621,metal,./genres/metal/metal.00021.wav
622,metal,./genres/metal/metal.00022.wav
623,metal,./genres/metal/metal.00023.wav
624,metal,./genres/metal/metal.00024.wav
625,metal,./genres/metal/metal.00025.wav
626,metal,./genres/metal/metal.00026.wav
627,metal,./genres/metal/metal.00027.wav
628,metal,./genres/metal/metal.00028.wav
629,metal,./genres/metal/metal.00029.wav
630,metal,./genres/metal/metal.00030.wav
631,metal,./genres/metal/metal.00031.wav
632,metal,./genres/metal/metal.00032.wav
633,metal,./genres/metal/metal.00033.wav
634,metal,./genres/metal/metal.00034.wav
635,metal,./genres/metal/metal.00035.wav
636,metal,./genres/metal/metal.00036.wav
